v,v_eff,m,t
"[[3.15195227e-05]
 [7.01407378e-06]
 [1.28314814e-07]
 [4.36321493e-08]
 [5.33990750e-06]
 [1.29957371e-05]
 [3.63367300e-05]
 [5.84194289e-07]
 [1.85903691e-07]
 [3.38351320e-05]
 [1.10618694e-05]
 [9.68829804e-06]
 [4.19299165e-11]]","[[3.15195227e-05]
 [7.01407378e-06]
 [1.28314814e-07]
 [4.36321493e-08]
 [5.33990750e-06]
 [1.29957371e-05]
 [3.63367300e-05]
 [5.84194289e-07]
 [1.85903691e-07]
 [3.38351320e-05]
 [1.10618694e-05]
 [9.68829804e-06]
 [4.19299165e-11]]","[[ 1.68426751e-02]
 [ 7.94522901e-03]
 [-1.07463172e-03]
 [ 6.26649299e-04]
 [-6.93247196e-03]
 [ 1.08148802e-02]
 [-1.80839866e-02]
 [ 2.29297811e-03]
 [ 1.29349651e-03]
 [-1.74503922e-02]
 [ 9.97781661e-03]
 [-9.33780929e-03]
 [-1.94259941e-05]]",1
"[[3.85710530e-05]
 [8.65392317e-06]
 [1.61182085e-07]
 [6.91990487e-08]
 [6.43604097e-06]
 [1.56345315e-05]
 [4.42923661e-05]
 [7.73888950e-07]
 [2.51974816e-07]
 [4.11730553e-05]
 [1.35703035e-05]
 [1.20288558e-05]
 [5.67972836e-10]]","[[3.85710530e-05]
 [8.65392317e-06]
 [1.61182085e-07]
 [6.91990487e-08]
 [6.43604097e-06]
 [1.56345315e-05]
 [4.42923661e-05]
 [7.73888950e-07]
 [2.51974816e-07]
 [4.11730553e-05]
 [1.35703035e-05]
 [1.20288558e-05]
 [5.67972836e-10]]","[[ 1.86316794e-02]
 [ 8.82526535e-03]
 [-1.20442466e-03]
 [ 7.89171362e-04]
 [-7.61080605e-03]
 [ 1.18621576e-02]
 [-1.99657531e-02]
 [ 2.63912875e-03]
 [ 1.50591279e-03]
 [-1.92498701e-02]
 [ 1.10513679e-02]
 [-1.04047923e-02]
 [-7.14965420e-05]]",1
"[[4.61833402e-05]
 [1.04513554e-05]
 [1.97542957e-07]
 [1.04680693e-07]
 [7.58971782e-06]
 [1.83933099e-05]
 [5.28243587e-05]
 [1.00190744e-06]
 [3.32764467e-07]
 [4.90179383e-05]
 [1.62914374e-05]
 [1.46159139e-05]
 [1.95385683e-09]]","[[4.61833402e-05]
 [1.04513554e-05]
 [1.97542957e-07]
 [1.04680693e-07]
 [7.58971782e-06]
 [1.83933099e-05]
 [5.28243587e-05]
 [1.00190744e-06]
 [3.32764467e-07]
 [4.90179383e-05]
 [1.62914374e-05]
 [1.46159139e-05]
 [1.95385683e-09]]","[[ 0.0203875 ]
 [ 0.00969857]
 [-0.00133337]
 [ 0.00097063]
 [-0.00826483]
 [ 0.01286623]
 [-0.02180411]
 [ 0.00300286]
 [ 0.00173057]
 [-0.02100384]
 [ 0.0121088 ]
 [-0.01146923]
 [-0.00013261]]",1
"[[5.42769840e-05]
 [1.23942616e-05]
 [2.37104919e-07]
 [1.51571470e-07]
 [8.78848025e-06]
 [2.12316925e-05]
 [6.18388910e-05]
 [1.27075492e-06]
 [4.28658584e-07]
 [5.72807128e-05]
 [1.91959751e-05]
 [1.74345955e-05]
 [4.45622282e-09]]","[[5.42769840e-05]
 [1.23942616e-05]
 [2.37104919e-07]
 [1.51571470e-07]
 [8.78848025e-06]
 [2.12316925e-05]
 [6.18388910e-05]
 [1.27075492e-06]
 [4.28658584e-07]
 [5.72807128e-05]
 [1.91959751e-05]
 [1.74345955e-05]
 [4.45622282e-09]]","[[ 0.02210187]
 [ 0.01056165]
 [-0.0014608 ]
 [ 0.00116797]
 [-0.00889361]
 [ 0.01382336]
 [-0.02359131]
 [ 0.00338183]
 [ 0.00196416]
 [-0.02270521]
 [ 0.01314396]
 [-0.01252643]
 [-0.00020026]]",1
"[[6.28352668e-05]
 [1.44862030e-05]
 [2.79741741e-07]
 [2.11758342e-07]
 [1.00299111e-05]
 [2.41320023e-05]
 [7.13128076e-05]
 [1.58520832e-06]
 [5.40658349e-07]
 [6.59369191e-05]
 [2.22779004e-05]
 [2.04913163e-05]
 [8.28553219e-09]]","[[6.28352668e-05]
 [1.44862030e-05]
 [2.79741741e-07]
 [2.11758342e-07]
 [1.00299111e-05]
 [2.41320023e-05]
 [7.13128076e-05]
 [1.58520832e-06]
 [5.40658349e-07]
 [6.59369191e-05]
 [2.22779004e-05]
 [2.04913163e-05]
 [8.28553219e-09]]","[[ 0.02378061]
 [ 0.01141822]
 [-0.00158672]
 [ 0.00138052]
 [-0.00950101]
 [ 0.0147373 ]
 [-0.02533407]
 [ 0.00377715]
 [ 0.00220588]
 [-0.02436047]
 [ 0.01415984]
 [-0.0135802 ]
 [-0.00027307]]",1
"[[7.18057953e-05]
 [1.67205986e-05]
 [3.25199944e-07]
 [2.87056483e-07]
 [1.13050901e-05]
 [2.70652021e-05]
 [8.11824652e-05]
 [1.94870486e-06]
 [6.69488134e-07]
 [7.49253847e-05]
 [2.55190974e-05]
 [2.37784104e-05]
 [1.36267439e-08]]","[[7.18057953e-05]
 [1.67205986e-05]
 [3.25199944e-07]
 [2.87056483e-07]
 [1.13050901e-05]
 [2.70652021e-05]
 [8.11824652e-05]
 [1.94870486e-06]
 [6.69488134e-07]
 [7.49253847e-05]
 [2.55190974e-05]
 [2.37784104e-05]
 [1.36267439e-08]]","[[ 0.02542149]
 [ 0.01226725]
 [-0.00171079]
 [ 0.00160733]
 [-0.01008691]
 [ 0.01560727]
 [-0.02703039]
 [ 0.00418788]
 [ 0.00245467]
 [-0.02596784]
 [ 0.01515493]
 [-0.01462893]
 [-0.0003502 ]]",1
"[[8.11349161e-05]
 [1.90896639e-05]
 [3.73216156e-07]
 [3.79233500e-07]
 [1.26051258e-05]
 [3.00038945e-05]
 [9.13836775e-05]
 [2.36430001e-06]
 [8.15731320e-07]
 [8.41850384e-05]
 [2.89010197e-05]
 [2.72862385e-05]
 [2.06355371e-08]]","[[8.11349161e-05]
 [1.90896639e-05]
 [3.73216156e-07]
 [3.79233500e-07]
 [1.26051258e-05]
 [3.00038945e-05]
 [9.13836775e-05]
 [2.36430001e-06]
 [8.15731320e-07]
 [8.41850384e-05]
 [2.89010197e-05]
 [2.72862385e-05]
 [2.06355371e-08]]","[[ 0.02702248]
 [ 0.01310752]
 [-0.00183274]
 [ 0.00184746]
 [-0.01065111]
 [ 0.01643274]
 [-0.02867844]
 [ 0.00461288]
 [ 0.00270954]
 [-0.02752572]
 [ 0.0161279 ]
 [-0.01567087]
 [-0.00043095]]",1
"[[9.07765946e-05]
 [2.15869842e-05]
 [4.23548346e-07]
 [4.90028914e-07]
 [1.39227810e-05]
 [3.29251270e-05]
 [1.01861733e-04]
 [2.83504295e-06]
 [9.79884043e-07]
 [9.36639907e-05]
 [3.24076928e-05]
 [3.10067378e-05]
 [2.94327687e-08]]","[[9.07765946e-05]
 [2.15869842e-05]
 [4.23548346e-07]
 [4.90028914e-07]
 [1.39227810e-05]
 [3.29251270e-05]
 [1.01861733e-04]
 [2.83504295e-06]
 [9.79884043e-07]
 [9.36639907e-05]
 [3.24076928e-05]
 [3.10067378e-05]
 [2.94327687e-08]]","[[ 0.02858303]
 [ 0.01393854]
 [-0.00195242]
 [ 0.00210006]
 [-0.01119397]
 [ 0.01721413]
 [-0.03027797]
 [ 0.00505128]
 [ 0.00296967]
 [-0.02903405]
 [ 0.01707833]
 [-0.01670511]
 [-0.00051468]]",1
"[[1.00724444e-04]
 [2.42183432e-05]
 [4.76061241e-07]
 [6.21431878e-07]
 [1.52586497e-05]
 [3.58189086e-05]
 [1.12607351e-04]
 [3.36624884e-06]
 [1.16259843e-06]
 [1.03351607e-04]
 [3.60365339e-05]
 [3.49482807e-05]
 [4.00589945e-08]]","[[1.00724444e-04]
 [2.42183432e-05]
 [4.76061241e-07]
 [6.21431878e-07]
 [1.52586497e-05]
 [3.58189086e-05]
 [1.12607351e-04]
 [3.36624884e-06]
 [1.16259843e-06]
 [1.03351607e-04]
 [3.60365339e-05]
 [3.49482807e-05]
 [4.00589945e-08]]","[[ 0.03010847]
 [ 0.01476364]
 [-0.00206992]
 [ 0.00236493]
 [-0.0117187 ]
 [ 0.01795467]
 [-0.03183498]
 [ 0.0055042 ]
 [ 0.00323472]
 [-0.0304986 ]
 [ 0.01800913]
 [-0.01773512]
 [-0.00060044]]",1
"[[1.10914212e-04]
 [2.69703851e-05]
 [5.30462691e-07]
 [7.74947714e-07]
 [1.66023065e-05]
 [3.86597742e-05]
 [1.23546371e-04]
 [3.95941764e-06]
 [1.36400579e-06]
 [1.13179342e-04]
 [3.97653700e-05]
 [3.90928471e-05]
 [5.25836534e-08]]","[[1.10914212e-04]
 [2.69703851e-05]
 [5.30462691e-07]
 [7.74947714e-07]
 [1.66023065e-05]
 [3.86597742e-05]
 [1.23546371e-04]
 [3.95941764e-06]
 [1.36400579e-06]
 [1.13179342e-04]
 [3.97653700e-05]
 [3.90928471e-05]
 [5.25836534e-08]]","[[ 0.03159474]
 [ 0.01557991]
 [-0.00218499]
 [ 0.00264093]
 [-0.01222378]
 [ 0.0186531 ]
 [-0.03334542]
 [ 0.00596949]
 [ 0.00350372]
 [-0.03191573]
 [ 0.01891794]
 [-0.01875728]
 [-0.00068793]]",1
